tiempo,carga,extension_de_traccion,esfuerzo_de_traccion,deformacion,deformacion_media,desplazamiento_deformacion_uno,desplazamiento_deformacion_dos
44.8,709.9323,3.73297,17.74831,0,0,0.59782,0
44.9,711.11405,3.74187,17.77785,0,0,0.59891,0
45,711.7935,3.75016,17.79484,0,0,0.59993,0
45.1,713.29651,3.75797,17.83241,0,0,0.60102,0
45.2,714.15775,3.76672,17.85394,0,0,0.60229,0
45.3,715.05266,3.77484,17.87632,0,0,0.60332,0
45.4,716.06203,3.78359,17.90155,0,0,0.60436,0
45.5,717.19126,3.79125,17.92978,0,0,0.60538,0
45.6,718.23741,3.80016,17.95593,0,0,0.60665,0
45.7,719.3557,3.80812,17.98389,0,0,0.60762,0
45.8,720.39873,3.81672,18.00997,0,0,0.60889,0
45.9,721.27092,3.82484,18.03177,0,0,0.61005,0
46,722.40722,3.83328,18.06018,0,0,0.61112,0
46.1,723.53096,3.84219,18.08827,0,0,0.61211,0
46.2,724.73227,3.84953,18.11831,0,0,0.61328,0
46.3,725.59193,3.85859,18.1398,0,0,0.61426,0
46.4,726.47198,3.86672,18.1618,0,0,0.61559,0
46.5,727.59967,3.87531,18.18999,0,0,0.61655,0
46.6,728.47577,3.88328,18.21189,0,0,0.6175,0
46.7,729.66223,3.89172,18.24156,0,0,0.61888,0
46.8,730.64882,3.9,18.26622,0,0,0.61978,0
46.9,731.4607,3.90797,18.28652,0,0,0.62088,0
47,732.40888,3.91656,18.31022,0,0,0.62193,0
47.1,733.47464,3.92469,18.33687,0,0,0.62293,0
47.2,734.61486,3.93391,18.36537,0,0,0.62409,0
47.3,735.30762,3.94141,18.38269,0,0,0.62506,0
47.4,736.55518,3.95031,18.41388,0,0,0.62601,0
47.5,737.16249,3.95812,18.42906,0,0,0.62718,0
47.6,738.60991,3.96641,18.46525,0,0,0.62829,0
47.7,739.33555,3975,18.48339,0,0,0.62938,0
47.8,740.42403,3.98297,18.5106,0,0,0.63043,0
47.9,741.15987,3.99234,18529,0,0,0.63152,0
48,742.20607,3.99984,18.55515,0,0,0.63254,0
48.1,743.2193,4.00859,18.58048,0,0,0.63345,0
48.2,744.21139,4.01656,18.60529,0,0,0.63446,0
48.3,745.17531,4.02516,18.62938,0,0,0.63586,0
48.4,745.90724,4.03328,18.64768,0,0,0.63666,0
48.5,747.06152,4.04172,18.67654,0,0,0.63791,0
48.6,747.86008,4.05,18.6965,0,0,0.6387,0
48.7,748.75266,4.05766,18.71882,0,0,0.6398,0
48.8,749.85605,4.06719,18.7464,0,0,0.64091,0
48.9,750.46648,4.07453,18.76166,0,0,0.64183,0
49,751.62002,4.08375,18.7905,0,0,0.64311,0
49.1,752.52592,4.09156,18.81315,0,0,0.64401,0
49.2,753.65826,4.10016,18.84146,0,0,0.6452,0
49.3,754.05561,4.10828,18.85139,0,0,0.64626,0
49.4,755.18638,4.11594,18.87966,0,0,0.64725,0
49.5,756.18243,4.12516,18.90456,0,0,0.64843,0
49.6,756.78737,4.13312,18.91968,0,0,0.64936,0
49.7,757.82575,4.14219,18.94564,0,0,0.65057,0
49.8,758.63367,4.15,18.96584,0,0,0.65168,0
49.9,759.69552,4.15891,18.99239,0,0,0.65278,0
50,760.45329,4.16656,19.01133,0,0,0.6536,0
50.1,761.47439,4.17484,19.03686,0,0,0.65472,0
50.2,762.39672,4.18328,19.05992,0,0,0.65588,0
50.3,762.95468,4.19141,19.07387,0,0,0.65696,0
50.4,763.92954,4.20047,19.09824,0,0,0.65815,0
50.5,764.52433,4.20781,19.11311,0,0,0.65888,0
50.6,765.58068,4.21719,19.13952,0,0,0.66014,0
50.7,766.39019,4.22484,19.15975,0,0,0.66073,0
50.8,767.51397,4.23328,19.18785,0,0,0.66206,0
50.9,768.11425,4.24156,19.20286,0,0,0.66287,0
51,769.12357,4.24984,19.22809,0,0,0.66428,0
51.1,769.88684,4.25875,19.24717,0,0,0.66525,0
51.2,770.42915,4.26594,19.26073,0,0,0.66627,0
51.3,771.56462,4.27531,19.28912,0,0,0.66738,0
51.4,772.12653,4.28312,19.30316,0,0,0.66842,0
51.5,773.48142,4.29203,19.33704,0,0,0.6695,0
51.6,773.92892,4.29984,19.34822,0,0,0.67059,0
51.7,774.99701,4.30875,19.37493,0,0,0.67183,0
51.8,775.82691,4.31672,19.39567,0,0,0.67267,0
51.9,776.48046,4.32453,19.41201,0,0,0.67385,0
52,777.28918,4.33359,19.43223,0,0,0.67465,0
52.1,778.11279,4.34141,19.45282,0,0,0.6758,0
52.2,778.86586,4.35062,19.47165,0,0,0.67702,0
52.3,779.47634,4.35797,19.48691,0,0,0.67784,0
52.4,780.43006,4.36687,19.51075,0,0,0.67906,0
52.5,781.25829,4.37516,19.53146,0,0,0.67982,0
52.6,781.81708,4.38281,19.54543,0,0,0.6811,0
52.7,782.41574,4.39172,19.56039,0,0,0.68203,0
52.8,783.45174,4.39969,19.58629,0,0,0.68319,0
52.9,784.12648,4.40875,19.60316,0,0,0.68417,0
53,785.02139,4.41625,19.62553,0,0,0.68514,0
53.1,785.60682,4.42516,19.64017,0,0,0.68607,0
53.2,786.48683,4.43312,19.66217,0,0,0.68703,0
53.3,787.24464,4.44172,19.68112,0,0,0.68859,0
53.4,787.85662,4.44984,19.69641,0,0,0.68946,0
53.5,788.75078,4.45844,19.71877,0,0,0.69052,0
53.6,789.55404,4.46719,19.73885,0,0,0.69159,0
53.7,790.10259,4.47453,19.75257,0,0,0.69245,0
53.8,790.86348,4.48359,19.77159,0,0,0.6936,0
53.9,791.63853,4.49156,19.79096,0,0,0.69443,0
54,792.43239,4.50031,19.81081,0,0,0.69582,0
54.1,793.1157,4.50828,19.82789,0,0,0.69629,0
54.2,793.66658,4.51672,19.84167,0,0,0.69772,0
54.3,794.3186,4525,19.85797,0,0,0.69861,0
54.4,795.38282,4.53297,19.88457,0,0,0.69984,0
54.5,795.92587,4.54141,19.89815,0,0,0.70056,0
54.6,796.49948,4.54984,19.91249,0,0,0.70173,0
54.7,797.36467,4.55891,19.93412,0,0,0.70276,0
54.8,797.9461,4.56641,19.94865,0,0,0.70377,0
54.9,798.66704,4.57531,19.96668,0,0,0.70482,0
55,798.9523,4.58312,19.97381,0,0,0.70566,0
55.1,800.02593,4.59141,20.00065,0,0,0.70693,0
55.2,800.56824,4.6,20.01421,0,0,0.70783,0
55.3,801.11912,4.60812,20.02798,0,0,0.70898,0
55.4,801.83065,4.61734,20.04577,0,0,0.70973,0
55.5,802.30553,4.62484,20.05764,0,0,0.71082,0
55.6,803.19494,4.63359,20.07987,0,0,0.71196,0
55.7,803.74898,4.64156,20.09373,0,0,0.71277,0
55.8,804.66354,4.65016,20.11659,0,0,0.7141,0
55.9,804.81004,4.65828,20.12025,0,0,0.7149,0
56,805.71128,4.66656,20.14278,0,0,0.71608,0
56.1,806.02393,4675,20.1506,0,0,0.71687,0
56.2,806.77001,4.68281,20.16925,0,0,0.71793,0
56.3,807.53015,4.69219,20.18825,0,0,0.71901,0
56.4,808.0787,4.69953,20.20197,0,0,0.72004,0
56.5,808.72988,4.70875,20.21825,0,0,0.72125,0
56.6,809.29408,4.71641,20.23235,0,0,0.72198,0
56.7,809.97199,4.72516,20.2493,0,0,0.72326,0
56.8,810.26582,4.73328,20.25665,0,0,724,0
56.9,811.23831,4.74109,20.28096,0,0,0.72524,0
57,811.67715,4.75016,20.29193,0,0,0.72605,0
57.1,812.26099,4.75812,20.30652,0,0,0.72721,0
57.2,812.82994,4.76719,20.32075,0,0,0.72827,0
57.3,813.18105,4775,20.32953,0,0,0.72939,0
57.4,814.19898,4.78391,20.35497,0,0,0.73044,0
57.5,814.43796,4.79156,20.36095,0,0,0.7314,0
57.6,815.12285,4.79984,20.37807,0,0,0.7326,0
57.7,815.66749,4.80828,20.39169,0,0,0.73339,0
57.8,816.00919,4.81641,20.40023,0,0,0.73453,0
57.9,816.69176,4.82547,20.41729,0,0,0.73548,0
58,816.94722,4.83266,20.42368,0,0,0.73647,0
58.1,817.69871,4.84234,20.44247,0,0,0.73761,0
58.2,818.43538,4.84984,20.46088,0,0,0.73884,0
58.3,818.80996,4.85828,20.47025,0,0,0.74003,0
58.4,819.17588,4.86672,20.4794,0,0,0.74088,0
58.5,819.71269,4.87484,20.49282,0,0,0.74192,0
58.6,820.38976,4.88375,20.50974,0,0,0.74294,0
58.7,820.72988,4.89094,20.51825,0,0,0.74405,0
58.8,821.38581,4.90031,20.53465,0,0,0.74485,0
58.9,821.75806,4.90812,20.54395,0,0,0.74617,0
59,822.33166,4.91703,20.55829,0,0,0.74712,0
59.1,822.62708,4.92484,20.56568,0,0,0.74822,0
59.2,823.38331,4.93375,20.58458,0,0,0.74966,0
59.3,823.9123,4.94187,20.59781,0,0,0.75052,0
59.4,824.18183,4.94937,20.60455,0,0,0.75164,0
59.5,825.02039,4.95859,20.62551,0,0,0.75299,0
59.6,825.43725,4.96641,20.63593,0,0,0.75411,0
59.7,825.86352,4.97562,20.64659,0,0,0.75524,0
59.8,826.09626,4.98297,20.65241,0,0,0.75623,0
59.9,826.86972,4.99187,20.67174,0,0,0.75754,0
60,827.18087,5.00016,20.67952,0,0,0.75869,0
60.1,827.6863,5.00797,20.69216,0,0,0.75983,0
60.2,828.14945,5.01672,20.70374,0,0,0.76063,0
60.3,828.80221,5.02469,20.72005,0,0,0.76191,0
60.4,828.76068,5.03359,20.71902,0,0,0.76306,0
60.5,829.20892,5.04125,20.73022,0,0,0.76419,0
60.6,829.84604,5.05016,20.74615,0,0,0.76537,0
60.7,830.19165,5.05812,20.75479,0,0,0.76633,0
60.8,830.69159,5.06672,20.76729,0,0,0.76794,0
60.9,830.87422,5.07484,20.77186,0,0,0.76884,0
61,831.49951,5.08344,20.78749,0,0,0.77024,0
61.1,832.11232,5.09219,20.80281,0,0,0.77122,0
61.2,832.33025,5.09953,20.80826,0,0,0.77243,0
61.3,832.89677,5.10859,20.82242,0,0,0.77363,0
61.4,833.26036,5.11672,20.83151,0,0,0.7748,0
61.5,833.61147,5.12531,20.84029,0,0,0.77615,0
61.6,833.73683,5.13328,20.84342,0,0,0.77712,0
61.7,834.39117,5.14172,20.85978,0,0,0.7785,0
61.8,834.6702,5.15,20.86675,0,0,0.77947,0
61.9,835.25479,5.15797,20.88137,0,0,0.78085,0
62,835.20859,5.16641,20.88021,0,0,0.78213,0
62.1,835.67323,5.17484,20.89183,0,0,0.78322,0
62.2,836.28139,5.18391,20.90703,0,0,0.78459,0
62.3,836.51096,5.19141,20.91277,0,0,0.78573,0
62.4,837.12069,5.20031,20.92802,0,0,0.78719,0
62.5,837.10104,5.20812,20.92753,0,0,0.78806,0
62.6,837.76172,5.21641,20.94404,0,0,0.78975,0
62.7,838.12373,5225,20.95309,0,0,0.79077,0
62.8,838.34156,5.23312,20.95854,0,0,0.79203,0
62.9,838.8455,5.24234,20.97114,0,0,0.79327,0
63,838.93249,5.24984,20.97331,0,0,0.79434,0
63.1,839.48253,5.25875,20.98706,0,0,0.79541,0
63.2,839.87992,5.26656,20997,0,0,0.79687,0
63.3,840.28346,5275,21.00709,0,0,0.7985,0
63.4,840.37362,5.28328,21.00934,0,0,0.79957,0
63.5,840.68784,5.29156,21.0172,0,0,0.8009,0
63.6,840.89627,5.3,21.02241,0,0,0.80189,0
63.7,841.32021,5.30781,21033,0,0,0.80332,0
63.8,841.94718,5.31719,21.04868,0,0,0.80468,0
63.9,841.82648,5.32469,21.04566,0,0,0.80573,0
64,842.57722,5.33375,21.06443,0,0,0.8072,0
64.10001,842.56306,5.34141,21.06408,0,0,0.80832,0
64.2,843.15864,5.35016,21.07897,0,0,0.80974,0
64.3,843.48777,5.35828,21.08719,0,0,0.81105,0
64.4,843.81923,5.36609,21.09548,0,0,0.81243,0
64.5,843.57793,5.37516,21.08945,0,0,0.81357,0
64.60001,844.12331,5.38297,21.10308,0,0,0.81516,0
64.7,844.60368,5.39219,21.11509,0,0,0.81632,0
64.8,844.60527,5.39984,21.11513,0,0,0.81751,0
64.9,844.9438,5.40891,21.12359,0,0,0.81898,0
65,845.14758,5.41656,21.12869,0,0,0.82016,0
65.10001,845.58409,5.42484,21.1396,0,0,0.82181,0
65.2,845.78544,5.43328,21.14464,0,0,0.8229,0
65.3,846.23527,5.44141,21.15588,0,0,0.82444,0
65.4,846.32458,5.45062,21.15812,0,0,0.82564,0
65.5,846.56989,5.45766,21.16425,0,0,0.82678,0
65.60001,847.18503,5.46719,21.17963,0,0,0.82818,0
65.70001,847.20384,5.47484,21.1801,0,0,0.82949,0
65.8,847.40994,5.48328,21.18525,0,0,0.83087,0
65.9,847.63952,5.49156,21.19099,0,0,0.83198,0
66,847.98746,5.49984,21.19969,0,0,0.83351,0
66.10001,848.27505,5.50859,21.20688,0,0,0.83472,0
66.20001,848.30802,5.51594,21.2077,0,0,0.83607,0
66.3,848.72413,5.52516,21.2181,0,0,0.83747,0
66.4,849.01797,5.53312,21.22545,0,0,0.83847,0
66.5,849.21466,5.54203,21.23037,0,0,0.84014,0
66.60001,849.25462,5.54984,21.23137,0,0,0.84142,0
66.70001,849.46156,5.55875,21.23654,0,0,0.84301,0
66.8,849.82514,5.56687,21.24563,0,0,0.84418,0
66.9,850.07353,5.57437,21.25184,0,0,0.84529,0
67,850.38785,5.58359,21.2597,0,0,0.84688,0
67.10001,850.39176,5.59141,21.25979,0,0,0.84797,0
67.20001,850.7099,5.60062,21.26775,0,0,0.84959,0
67.3,850.71698,5.60797,21.26793,0,0,0.85067,0
67.4,851.26553,5.61703,21.28164,0,0,0.85247,0
67.5,851.38539,5625,21.28464,0,0,0.85363,0
67.60001,851.45356,5.63297,21.28634,0,0,0.85496,0
67.70001,851.8015,5.64156,21.29504,0,0,0.85642,0
67.8,851.82656,5.64969,21.29566,0,0,0.85775,0
67.9,852.16668,5.65859,21.30417,0,0,0.85917,0
68,852.17291,5.66625,21.30432,0,0,0.86054,0
68.10001,852.35946,5.67531,21.30899,0,0,0.86186,0
68.20001,852.67602,5.68312,21.3169,0,0,0.86315,0
68.3,852.77399,5.69172,21.31935,0,0,0.86451,0
68.4,852.87746,5.69984,21.32194,0,0,0.86587,0
68.5,853.31006,5.70844,21.33275,0,0,0.86729,0
68.60001,853.20584,5.71703,21.33015,0,0,0.86864,0
68.70001,853.29516,5.72453,21.33238,0,0,0.86993,0
68.8,853.73316,5.73344,21.34333,0,0,0.87136,0
68.9,853.85311,5.74156,21.34633,0,0,0.8727,0
69,853.96748,5.75031,21.34919,0,0,0.87426,0
69.10001,853.88832,5.75828,21.34721,0,0,0.87537,0
69.20001,854.40399,5.76672,21.3601,0,0,0.87696,0
69.3,854.52627,5775,21.36316,0,0,0.87818,0
69.4,854.53177,5.78297,21.36329,0,0,0.87949,0
69.5,854.66653,5.79156,21.36666,0,0,0.88102,0
69.60001,854.63831,5.79969,21.36596,0,0,0.88222,0
69.70001,854.8703,5.80891,21.37176,0,0,0.8836,0
69.8,854.77466,5.81641,21.36937,0,0,0.88491,0
69.9,855.11869,5.82516,21.37797,0,0,0.88652,0
70,855.19552,5.83312,21.37989,0,0,0.88773,0
70.10001,855.41178,5.84141,21.38529,0,0,0.88922,0
70.20001,855.65159,5.85,21.39129,0,0,0.89072,0
70.3,855.48069,5.85797,21.38702,0,0,0.89218,0
70.4,855.65075,5.86734,21.39127,0,0,0.89354,0
70.5,855.76596,5.87484,21.39415,0,0,0.89489,0
70.60001,855.83413,5.88375,21.39585,0,0,0.89642,0
70.70001,855.98538,5.89156,21.39964,0,0,0.8978,0
70.8,856.19697,5.9,21.40492,0,0,0.89936,0
70.9,856.43604,5.90828,21.4109,0,0,0.90049,0
71,856.34505,5.91672,21.40863,0,0,0.90215,0
71.10001,856.39367,5925,21.40984,0,0,0.90335,0
71.20001,856.31534,5.93281,21.40788,0,0,0.90474,0
71.3,856.75884,5.94219,21.41897,0,0,0.9065,0
71.4,856.35604,5.94969,21.4089,0,0,0.90771,0
71.5,856.68908,5.95875,21.41723,0,0,0.90919,0
71.60001,856.78156,5.96656,21.41954,0,0,0.91048,0
71.70001,856.84275,5.97516,21.42107,0,0,0.91224,0
71.8,856.88503,5.98328,21.42213,0,0,0.91352,0
71.9,857.02213,5.99109,21.42555,0,0,0.91494,0
72,857.18986,6.00016,21.42975,0,0,0.91665,0
72.10001,857.24629,6.00812,21.43116,0,0,0.91784,0
72.20001,857.37407,6.01719,21.43435,0,0,0.91938,0
72.3,857.19377,6.02484,21.42984,0,0,0.92083,0
72.4,857.44765,6.03391,21.43619,0,0,0.92256,0
72.5,857.29882,6.04156,21.43247,0,0,0.92384,0
72.60001,857.73449,6.04984,21.44336,0,0,0.92543,0
72.70001,857.45705,6.05828,21.43643,0,0,0.92667,0
72.8,857.65375,6.06641,21.44134,0,0,0.92826,0
72.9,857.78935,6.07547,21.44473,0,0,0.92982,0
73,857.70162,6.08266,21.44254,0,0,0.93103,0
73.10001,857.74781,6.09219,21.4437,0,0,0.93291,0
73.20001,857.76662,6.09984,21.44417,0,0,0.93409,0
73.3,857.95391,6.10828,21.44885,0,0,0.93578,0
73.4,857.85678,6.11656,21.44642,0,0,0.93711,0
73.5,858.07927,6.12484,21.45198,0,0,0.93862,0
73.60001,858.03932,6.13375,21.45098,0,0,0.94022,0
73.70001,857.99228,6.14094,21.44981,0,0,0.94187,0
73.8,857.87168,6.15031,21.44679,0,0,0.94323,0
73.9,858.01501,6.15812,21.45037,0,0,0.94467,0
74,858.24383,6.16703,21.4561,0,0,0.94648,0
74.10001,858.08476,6175,21.45212,0,0,0.94766,0
74.20001,858.23443,6.18375,21.45586,0,0,0.94948,0
74.3,857.99387,6.19187,21.44985,0,0,0.95102,0
74.4,858.2823,6.19937,21.45706,0,0,0.95235,0
74.5,858.18665,6.20859,21.45467,0,0,0.95416,0
74.60001,858.6091,6.21641,21.46523,0,0,0.95543,0
74.70001,858.36612,6.22562,21.45915,0,0,0.95723,0
74.8,858.13412,6.23297,21.45335,0,0,0.95855,0
74.9,858.37236,6.24187,21.45931,0,0,0.96027,0
75,858.51969,6.25016,21.46299,0,0,0.96176,0
75.10001,858.42488,6.25797,21.46062,0,0,0.96333,0
75.20001,858.31359,6.26656,21.45784,0,0,0.96489,0
75.3,858.45469,6.27469,21.46137,0,0,0.96639,0
75.4,858.39042,6.28359,21.45976,0,0,0.96805,0
75.5,858.26423,6.29125,21.45661,0,0,0.96947,0
75.60001,858.47033,6.30016,21.46176,0,0,0.9712,0
75.70001,858.26423,6.30828,21.45661,0,0,0.97293,0
75.8,858.67485,6.31672,21.46687,0,0,0.97426,0
75.9,858.45701,6.32484,21.46143,0,0,0.97582,0
76,858.41548,6.33344,21.46039,0,0,0.97749,0
76.10001,858.42805,6.34219,21.4607,0,0,0.97918,0
76.20001,858.37003,6.34953,21.45925,0,0,0.98076,0
76.3,858.45934,6.35844,21.46148,0,0,0.98232,0
76.4,858.40141,6.36656,21.46004,0,0,0.98388,0
76.5,858.41939,6.37531,21.46049,0,0,0.98565,0
76.60001,858.29794,6.38328,21.45745,0,0,0.98703,0
76.70001,858.46251,6.39172,21.46156,0,0,0.98884,0
76.8,858.35122,6.4,21.45878,0,0,0.9902,0
76.9,858.32849,6.40797,21.45821,0,0,0.99191,0
77,858.41157,6.41641,21.46029,0,0,0.9936,0
77.10001,858.59969,6.42484,21.46499,0,0,0.99524,0
77.20001,858468,6.43391,21.4617,0,0,0.99706,0
77.3,858.31285,6.44141,21.45782,0,0,0.99832,0
77.4,858.30577,6.45016,21.45764,0,0,1.00016,0
77.5,858.33482,6.45812,21.45837,0,0,1.00149,0
77.60001,858.41389,6.4664,21.46035,0,0,1.0035,0
77.70001,858.42414,6475,21.4606,0,0,1.00489,0
77.8,858.47974,6.48297,21.46199,0,0,1.0064,0
77.9,858.44761,6.49234,21.46119,0,0,1.00819,0
78,858.40765,6.49984,21.46019,0,0,1.00985,0
78.10001,858.43904,6.50875,21.46098,0,0,1.01137,0
78.20001,858.27522,6.51656,21.45688,0,0,1.01314,0
78.3,858.39117,6.52516,21.45978,0,0,1.01509,0
78.4,858.40607,6.53328,21.46015,0,0,1.01633,0
78.5,858.38176,6.54172,21.45954,0,0,1.01817,0
78.60001,858.37087,6.55,21.45927,0,0,1.01988,0
78.70001,858.39117,6.55781,21.45978,0,0,1.02148,0
78.8,858.35597,6.56719,21.4589,0,0,1.02311,0
78.9,858.16784,6.57469,21.4542,0,0,1.02483,0
79,858.31909,6.58375,21.45798,0,0,1.02671,0
79.10001,858.06912,6.59156,21.45173,0,0,1.02814,0
79.20001,858.52602,6.60016,21.46315,0,0,1.02992,0
79.3,858.21096,6.60828,21.45527,0,0,1.03143,0
79.4,858.41632,6.61609,21.46041,0,0,1.03323,0
79.5,858.22195,6.62516,21.45555,0,0,1.03491,0
79.60001,858.20472,6.63312,21.45512,0,0,1.03662,0
79.70001,858.45701,6.64219,21.46143,0,0,1.03829,0
79.8,858.28854,6.64984,21.45721,0,0,1.03971,0
79.9,858.53459,6.65875,21.46337,0,0,1.04189,0
80,858.11615,6.66656,21.4529,0,0,1.04343,0
80.10001,858.4437,6.67484,21.46109,0,0,1.04513,0
80.20001,858.18749,6.68328,21.45469,0,0,1.04696,0
80.3,858.18749,6.69141,21.45469,0,0,1.04841,0
80.4,858.32458,6.70047,21.45811,0,0,1.05015,0
80.50001,857.97273,6.70765,21.44932,0,0,1.05163,0
80.60001,858.25017,6.71719,21.45625,0,0,1.05363,0
80.70001,857.85836,6.72484,21.44646,0,0,1.05534,0
80.8,858.20081,6.73328,21.45502,0,0,1.05727,0
80.9,858.13729,6.74156,21.45343,0,0,1.05893,0
81.00001,858.21021,6.74984,21.45526,0,0,1.06073,0
81.10001,858.1154,6.75875,21.45288,0,0,1.06245,0
81.20001,857.9704,6.76609,21.44926,0,0,1.06412,0
81.3,858.13263,6.77531,21.45332,0,0,1.06574,0
81.4,857.85128,6.78312,21.44628,0,0,1.06755,0
81.50001,857.97198,6.79203,21.4493,0,0,1.06941,0
81.60001,858.00644,6.8,21.45016,0,0,1.07089,0
81.70001,858.19531,6.80875,21.45488,0,0,1.07277,0
81.8,857.86534,6.81672,21.44663,0,0,1.07451,0
81.9,858.00802,6.82437,21.4502,0,0,1.07617,0
82.00001,857.96015,6.83359,21449,0,0,1.07809,0
82.10001,857.76271,6.84141,21.44407,0,0,1.07969,0
82.20001,857.68355,6.85062,21.44209,0,0,1.08144,0
82.3,857.68281,6.85797,21.44207,0,0,1.08331,0
82.4,857.75489,6.86703,21.44387,0,0,1.08519,0
82.50001,857.5323,6875,21.43831,0,0,1.08671,0
82.60001,857.74474,6.88297,21.44362,0,0,1.08869,0
82.70001,857.71801,6.89156,21.44295,0,0,1.09021,0
82.8,857.71652,6.89984,21.44291,0,0,1.09204,0
82.9,857.64676,6.90859,21.44117,0,0,1.09384,0
83.00001,857.61771,6.91625,21.44044,0,0,1.09565,0
83.10001,857.48136,6.92516,21.43703,0,0,1.09741,0
83.20001,857.47512,6.93312,21.43688,0,0,1.09928,0
83.3,857.55037,6.94172,21.43876,0,0,1.10099,0
83.4,857.53072,6.94984,21.43827,0,0,1.10278,0
83.50001,857.43824,6.95844,21.43596,0,0,1.10442,0
83.60001,857.56285,6.96719,21.43907,0,0,1.10632,0
83.70001,857.34501,6.97453,21.43363,0,0,1.10795,0
83.8,857.45789,6.98359,21.43645,0,0,1.10993,0
83.9,857.30189,6.99172,21.43255,0,0,1.11152,0
84.00001,857.37407,7.00031,21.43435,0,0,1.1134,0
84.10001,857.1256,7.00828,21.42814,0,0,1.11522,0
84.20001,857.39521,7.01672,21.43488,0,0,1.11717,0
84.3,857.40695,7025,21.43517,0,0,1.11867,0
84.4,857.22515,7.03297,21.43063,0,0,1.12074,0
84.50001,857.34893,7.04156,21.43372,0,0,1.12229,0
84.60001,857.08797,7.04969,21.4272,0,0,1.12423,0
84.70001,857.18669,7.05891,21.42967,0,0,1.12612,0
84.8,857.03153,7.06641,21.42579,0,0,1.12765,0
84.9,857.16713,7.07531,21.42918,0,0,1.12961,0
85.00001,856.91875,7.08312,21.42297,0,0,1.13144,0
85.10001,857.11777,7.09141,21.42794,0,0,1.13342,0
85.20001,857.04569,7.1,21.42614,0,0,1.13511,0
85.3,857.06366,7.10797,21.42659,0,0,1.1367,0
85.4,856.8286,7.11734,21.42072,0,0,1.13872,0
85.50001,856.72047,7.12484,21.41801,0,0,1.14031,0
85.60001,856.85914,7.13375,21.42148,0,0,1.14231,0
85.70001,856.7024,7.14156,21.41756,0,0,1.14409,0
85.8,856.93281,7.15,21.42332,0,0,1.14587,0
85.9,856.84583,7.15828,21.42115,0,0,1.14777,0
86.00001,856.93123,7.16672,21.42328,0,0,1.14958,0
86.10001,856.73379,7175,21.41834,0,0,1.15142,0
86.20001,856.57863,7.18281,21.41446,0,0,1.15322,0
86.3,856.97435,7.19219,21.42436,0,0,1.15494,0
86.4,856.82627,7.19953,21.42066,0,0,1.1568,0
86.50001,856.89761,7.20875,21.42244,0,0,1.15873,0
86.60001,856.37327,7.21656,21.40933,0,0,1.16026,0
86.70001,856.67428,7.22515,21.41686,0,0,1.16237,0
86.8,856.56056,7.23328,21.41401,0,0,1.16397,0
86.9,856.40699,7.24109,21.41018,0,0,1166,0
87.00001,856.46417,7.25016,21.4116,0,0,1.16771,0
87.10001,856.38901,7.25812,21.40973,0,0,1.16989,0
87.20001,856.55591,7.26719,21.4139,0,0,1.17169,0
87.3,856.26515,7.27484,21.40663,0,0,1.17338,0
87.4,856.49714,7.28375,21.41243,0,0,1.17552,0
87.50001,856.08494,7.29156,21.40212,0,0,1.17718,0
87.60001,856.28787,7.29984,21.4072,0,0,1.17915,0
87.70001,856.24876,7.30828,21.40622,0,0,1.18082,0
87.8,856.31292,7.31641,21.40782,0,0,1.18264,0
87.9,856.10142,7.32547,21.40254,0,0,1.18468,0
88.00001,856.21662,7.33265,21.40542,0,0,1.18647,0
88.10001,856.23143,7.34234,21.40579,0,0,1.18848,0
88.20001,855.90156,7.34984,21.39754,0,0,1.1904,0
88.3,856.00503,7.35828,21.40013,0,0,1.19235,0
88.4,855.98854,7.36656,21.39971,0,0,1194,0
88.50001,855.99246,7.37484,21.39981,0,0,1.19604,0
88.60001,855.82007,7.38359,21.3955,0,0,1.19773,0
88.70001,855.72442,7.39094,21.39311,0,0,1.19977,0
88.8,855.89681,7.40031,21.39742,0,0,1.20172,0
88.9,855.7817,7.40812,21.39454,0,0,1.20338,0
89.00001,855.71194,7.41703,21.3928,0,0,1.20545,0
89.10001,855.74016,7.42484,21.3935,0,0,1.20703,0
89.20001,855.68922,7.43375,21.39223,0,0,1.20924,0
89.3,855.6406,7.44187,21.39101,0,0,1.21123,0
89.4,855.68605,7.44937,21.39215,0,0,1.21305,0
89.50001,855.66333,7.45859,21.39158,0,0,1.21487,0
89.60001,855.3898,7.4664,21.38474,0,0,1.21665,0
89.70001,855.50267,7.47562,21.38757,0,0,1.21867,0
89.8,855288,7.48297,21.3822,0,0,1.22046,0
89.9,855.45173,7.49203,21.38629,0,0,1.22253,0
90.00001,855.3138,7.5,21.38284,0,0,1.22435,0
90.10001,855.63511,7.50781,21.39088,0,0,1.22617,0
90.20001,855.26444,7.51656,21.38161,0,0,1.22821,0
90.3,855.4345,7.52469,21.38586,0,0,1.23019,0
90.4,855.22681,7.53359,21.38067,0,0,1232,0
90.50001,855.21191,7.54125,21.3803,0,0,1.23366,0
90.60001,855.30914,7.55016,21.38273,0,0,1.23586,0
90.70001,855.16023,7.55828,21.37901,0,0,1.23778,0
90.8,855.34677,7.56672,21.38367,0,0,1.23981,0
90.9,855.23855,7.57484,21.38096,0,0,1.24169,0
91.00001,855.14616,7.58344,21.37865,0,0,1.24332,0
91.10001,854.85848,7.59219,21.37146,0,0,1.24527,0
