tiempo,carga,extension_de_traccion,esfuerzo_de_traccion,deformacion,deformacion_media,desplazamiento_deformacion_uno,desplazamiento_deformacion_dos
91.20001,854.71198,7.59953,21.3678,0,0,1.24718,0
91.3,854.64614,7.60859,21.36615,0,0,1.24913,0
91.4,854.83268,7.61656,21.37082,0,0,1.25101,0
91.50001,854.78174,7.62531,21.36954,0,0,1.25292,0
91.60001,854.65554,7.63328,21.36639,0,0,1.25478,0
91.70001,854.73079,7.64172,21.36827,0,0,1.25682,0
91.8,854.74337,7.65,21.36858,0,0,1.25863,0
91.9,854.69866,7.65797,21.36747,0,0,1.26054,0
92.00001,854.68767,7.66656,21.36719,0,0,1.26267,0
92.10001,854.5639,7.67484,21.3641,0,0,1.26448,0
92.20001,854.54034,7.68391,21.36351,0,0,1.26639,0
92.3,854.41498,7.69125,21.36037,0,0,1.26813,0
92.4,854.58737,7.70016,21.36469,0,0,1.27029,0
92.50001,854.39617,7.70812,21.3599,0,0,1.27209,0
92.60001,854.56939,7.71641,21.36423,0,0,1.27396,0
92.70001,854.39226,7725,21.35981,0,0,1.27601,0
92.8,854.23943,7.73297,21.35599,0,0,1.27808,0
92.9,854.34448,7.74234,21.35861,0,0,1.27999,0
93.00001,854.28413,7.74984,21.3571,0,0,1.28186,0
93.10001,854.22145,7.75875,21.35554,0,0,1.28377,0
93.20001,854.08194,7.76656,21.35205,0,0,1.28583,0
93.3,854.52935,7.77516,21.36323,0,0,1.28785,0
93.4,854.08036,7.78328,21.35201,0,0,1.28948,0
93.50001,854.26839,7.79172,21.35671,0,0,1.29178,0
93.60001,853.94559,7.8,21.34864,0,0,1.29354,0
93.70001,853.85079,7.80766,21.34627,0,0,1.29552,0
93.8,854.03258,7.81719,21.35081,0,0,1.29748,0
93.9,853.72375,7.82453,21.34309,0,0,1.29945,0
94.00001,853.80292,7.83375,21.34507,0,0,1.30164,0
94.10001,853.79118,7.84156,21.34478,0,0,1.30319,0
94.20001,853.79593,7.85031,21.3449,0,0,1.30539,0
94.3,853.52948,7.85828,21.33824,0,0,1.30743,0
94.4,853.45497,7.86609,21.33637,0,0,1.30928,0
94.50001,853.39462,7.87515,21.33487,0,0,1.31138,0
94.60001,853.56394,7.88312,21.3391,0,0,1.31316,0
94.70001,853.55453,7.89219,21.33886,0,0,1.31523,0
94.8,853.38373,7.89984,21.33459,0,0,1.31702,0
94.9,853.40329,7.90891,21.33508,0,0,1.31908,0
95.00001,853.57726,7.91656,21.33943,0,0,1.32084,0
95.10001,853.59057,7.92484,21.33976,0,0,1.32304,0
95.20001,853.37274,7.93328,21.33432,0,0,1.32486,0
95.3,853.28184,7.9414,21.33205,0,0,1.32687,0
95.4,853.13609,7.95047,21.3284,0,0,1.32886,0
95.50001,852.90568,7.95765,21.32264,0,0,1.33083,0
95.60001,853.22699,7.96719,21.33068,0,0,1.33269,0
95.70001,853.0193,7.97484,21.32548,0,0,1.33486,0
95.8,853.25595,7.98328,21.3314,0,0,1.3368,0
95.9,853.04203,7.99156,21.32605,0,0,1.33862,0
96.00001,853.13059,7.99984,21.32826,0,0,1.34083,0
96.10001,852.89543,8.00875,21.32239,0,0,1.34262,0
96.20001,852.76542,8.01609,21.31914,0,0,1.34448,0
96.3,852.88063,8.02531,21.32202,0,0,1.34649,0
96.4,852.86098,8.03312,21.32152,0,0,1.34868,0
96.50001,852.90642,8.04203,21.32266,0,0,1.35072,0
96.60001,852.66745,8.05,21.31669,0,0,1.35268,0
96.70001,852.97776,8.05875,21.32444,0,0,1.35481,0
96.8,852.65487,8.06687,21.31637,0,0,1.35663,0
96.9,852.61576,8.07437,21.31539,0,0,1.35879,0
97.00001,852.6573,8.08359,21.31643,0,0,1.36065,0
97.10001,852.66354,8.0914,21.31659,0,0,1.36261,0
97.20001,852.45119,8.10062,21.31128,0,0,1.36461,0
97.3,852.26931,8.10812,21.30673,0,0,1.36654,0
97.4,852.56398,8.11687,21.3141,0,0,1.36869,0
97.50001,852.20039,8125,21.30501,0,0,1.37059,0
97.60001,852.31792,8.13297,21.30795,0,0,1.37262,0
97.70001,852.20197,8.14156,21.30505,0,0,1.37461,0
97.8,852.36421,8.14969,21.3091,0,0,1.37673,0
97.9,852.09142,8.15859,21.30229,0,0,1.37851,0
98.00001,852.17692,8.16625,21.30442,0,0,1.38046,0
98.10001,852.23094,8.17531,21.30577,0,0,1.38256,0
98.20001,852.02567,8.18328,21.30064,0,0,1.38451,0
98.3,852.24509,8.19172,21.30613,0,0,1.38645,0
98.4,851.96057,8.19984,21.29902,0,0,1.38852,0
98.50001,852.05147,8.20844,21.30129,0,0,1.39054,0
98.60001,851.93627,8.21719,21.29841,0,0,1.39244,0
98.70001,852.20505,8.22453,21.30513,0,0,1.39464,0
98.8,851.85478,8.23359,21.29637,0,0,1.39643,0
98.9,851.88383,8.24172,21.2971,0,0,1.39851,0
99.00001,852.0687,8.25031,21.30172,0,0,1.40053,0
99.10001,851.83047,8.25828,21.29576,0,0,1.40237,0
99.20001,851.94651,8.26656,21.29866,0,0,1.40454,0
99.3,851.62828,8275,21.29071,0,0,1.40637,0
99.4,851.64085,8.28297,21.29102,0,0,1.40834,0
99.50001,851.65733,8.2914,21.29143,0,0,1.41031,0
99.60001,851.48569,8.29984,21.28714,0,0,1.41248,0
99.70001,851.67773,8.3089,21.29194,0,0,1.41431,0
99.8,851.32979,8.3164,21.28325,0,0,1.41632,0
99.9,851.59624,8.32531,21.28991,0,0,1.41855,0
100.00001,851.31256,8.33312,21.28281,0,0,1.42037,0
100.10001,851.4896,8.3414,21.28724,0,0,1.42239,0
100.20001,851.30623,8.35,21.28266,0,0,1.42425,0
100.3,851.43475,8.35797,21.28587,0,0,1.42633,0
100.4,851.25528,8.36734,21.28138,0,0,1.4283,0
100.50001,850.91675,8.37484,21.27292,0,0,1.43027,0
100.60001,851.03428,8.38375,21.27586,0,0,1.43231,0
100.70001,851.01947,8.39156,21.27549,0,0,1.43436,0
100.8,851.15032,8.4,21.27876,0,0,1.43654,0
100.9,850.9771,8.40812,21.27443,0,0,1.43834,0
101.00001,851.07433,8.41656,21.27686,0,0,1.4404,0
101.10001,850.96927,8425,21.27423,0,0,1.44231,0
101.20001,850.89402,8.43281,21.27235,0,0,1.44431,0
101.3,850.92615,8.44219,21.27315,0,0,1.4464,0
101.4,850.72871,8.44969,21.26822,0,0,1.44836,0
101.50001,850.73421,8.45875,21.26835,0,0,1.45032,0
101.60001,850.61193,8.46656,21.2653,0,0,1.45238,0
101.70001,850.67386,8.47515,21.26685,0,0,1.45442,0
101.8,850.59311,8.48328,21.26483,0,0,1.45649,0
101.9,850.55083,8.49109,21.26377,0,0,1.45844,0
102.00001,850.49756,8.50016,21.26244,0,0,1.46043,0
102.10001,850.4591,8.50812,21.26148,0,0,1.46237,0
102.20001,850.6394,8.51719,21.26599,0,0,1.46464,0
102.3,850.37919,8.52484,21.25948,0,0,1.46657,0
102.4,850.77882,8.5339,21.26947,0,0,1.46875,0
102.50001,850.12605,8.54156,21.25315,0,0,1.4705,0
102.60001,850.66212,8.54984,21.26655,0,0,1.47279,0
102.70001,850.25541,8.55828,21.25639,0,0,1.47473,0
102.8,850.18091,8.5664,21.25452,0,0,1.47666,0
102.9,850.28904,8.57547,21.25723,0,0,1.4786,0
103.00001,849.86668,8.58265,21.24667,0,0,1.48049,0
103.10001,850.3533,8.59219,21.25883,0,0,1.48253,0
103.20001,850.25067,8.59984,21.25627,0,0,1.48429,0
103.3,850.10333,8.60828,21.25258,0,0,1.48636,0
103.4,850.00144,8.61656,21.25004,0,0,1.48845,0
103.50001,850.10808,8.62469,21.2527,0,0,1.49058,0
103.60001,849.74524,8.63375,21.24363,0,0,1.49263,0
103.70001,849.84321,8.64094,21.24608,0,0,1.49435,0
103.8,849.84945,8.65016,21.24624,0,0,1.49637,0
103.9,849.68954,8.65812,21.24224,0,0,1.49826,0
104.00001,850.01085,8.66703,21.25027,0,0,1.50044,0
104.10001,849.61988,8675,21.2405,0,0,1.50228,0
104.20001,849.85886,8.68375,21.24647,0,0,1.50437,0
104.3,849.64493,8.69187,21.24112,0,0,1.5063,0
104.4,849.54305,8.69937,21.23858,0,0,1.50841,0
104.50001,849.47012,8.70859,21.23675,0,0,1.51027,0
104.60001,849.53289,8.7164,21.23832,0,0,1.51236,0
104.70001,849.6535,8.72562,21.24134,0,0,1.51426,0
104.8,849.21625,8.73312,21.23041,0,0,1.51608,0
104.9,849.5681,8.74203,21.2392,0,0,1.5184,0
105.00001,849.46314,8.75,21.23658,0,0,1.52042,0
105.10001,849.18495,8.75781,21.22962,0,0,1.52244,0
105.20001,849.27035,8.76656,21.23176,0,0,1.52451,0
105.3,849.19827,8.77469,21.22996,0,0,1.52656,0
105.4,848.9443,8.78375,21.22361,0,0,1.52844,0
105.50001,848.9036,8.79125,21.22259,0,0,1.53037,0
105.60001,849.23273,8.80015,21.23082,0,0,1.53241,0
105.70001,849.01564,8.80812,21.22539,0,0,1.5343,0
105.8,849.05326,8.81672,21.22633,0,0,1.53643,0
105.9,848.89494,8.82484,21.22237,0,0,1.53851,0
106.00001,848.79156,8.83344,21.21979,0,0,1.54065,0
106.10001,848.85424,8.84203,21.22136,0,0,1.54276,0
106.20001,848.73121,8.84953,21.21828,0,0,1.54453,0
106.3,848.62933,8.85844,21.21573,0,0,1.54671,0
106.4,848.73121,8.86672,21.21828,0,0,1.54854,0
106.50001,848.70923,8.87531,21.21773,0,0,1.55079,0
106.60001,848.62541,8.88328,21.21564,0,0,1.55257,0
106.70001,848.71938,8.89172,21.21799,0,0,1.55457,0
106.8,848.5321,8.9,21.2133,0,0,1.5568,0
106.9,848.49298,8.90797,21.21232,0,0,1.55864,0
107.00001,848.23277,8.9164,21.20582,0,0,1.56057,0
107.10001,848.2296,8.92484,21.20574,0,0,1.56233,0
107.20001,848.49447,8.9339,21.21236,0,0,1.56455,0
107.3,848.12231,8.9414,21.20306,0,0,1.56642,0
107.4,848.5063,8.95031,21.21266,0,0,1.56869,0
107.50001,848.00003,8.95812,21.2,0,0,1.57036,0
107.60001,848.21088,8.9664,21.20527,0,0,1.57275,0
107.70001,847.96473,8975,21.19912,0,0,1.57454,0
107.8,847.97181,8.98297,21.1993,0,0,1.5764,0
107.9,848.14811,8.99234,21.2037,0,0,1.57839,0
108.00001,847.81898,8.99984,21.19547,0,0,1.58058,0
108.10001,847.85894,9.00859,21.19647,0,0,1.58243,0
108.20001,848.00003,9.01656,21.2,0,0,1.58455,0
108.3,847.90681,9.02516,21.19767,0,0,1.58648,0
108.4,847.70853,9.03328,21.19271,0,0,1.5885,0
108.50001,847.72184,9.04156,21.19305,0,0,1.59072,0
108.60001,847.54471,9.05,21.18862,0,0,1.59239,0
108.70001,847.51807,9.05781,21.18795,0,0,1.59434,0
108.8,847.61446,9.06719,21.19036,0,0,1.59624,0
108.9,847.46713,9.07469,21.18668,0,0,1.59826,0
109.00001,847.41227,9.08375,21.18531,0,0,1.6003,0
109.10001,847.29083,9.09156,21.18227,0,0,1.60227,0
109.20001,847.47812,9.10015,21.18695,0,0,1.6043,0
109.3,847.34019,9.10828,21.1835,0,0,1.6062,0
109.4,847.42643,9.11609,21.18566,0,0,1.60826,0
109.50001,847.07299,9.12515,21.17682,0,0,1.61017,0
109.60001,847.24464,9.13312,21.18112,0,0,1.61218,0
109.70001,847.18587,9.14219,21.17965,0,0,1.61434,0
109.8,847.03462,9.14984,21.17587,0,0,1.61617,0
109.9,847.3292,9.15875,21.18323,0,0,1.61831,0
110.00001,847.05101,9.16656,21.17628,0,0,1.62019,0
110.10001,846.96487,9.17484,21.17412,0,0,1.62241,0
110.20001,847.08864,9.18328,21.17722,0,0,1.62424,0
110.3,846.8708,9.19141,21.17177,0,0,1.62627,0
110.4,846.88412,9.20047,21.1721,0,0,1.62808,0
110.50001,846.48291,9.20781,21.16207,0,0,1.63011,0
110.60001,846.78223,9.21719,21.16956,0,0,1.63208,0
110.70001,846.66153,9.22484,21.16654,0,0,1.63399,0
110.8,846.72114,9.23328,21.16803,0,0,1.63629,0
110.9,846.79788,9.24156,21.16995,0,0,1.6381,0
111.00001,846.61534,9.24984,21.16538,0,0,1.64009,0
111.10001,846.66153,9.25875,21.16654,0,0,1.64179,0
111.20001,846.50479,9.26594,21.16262,0,0,1.64378,0
111.3,846.48607,9.27531,21.16215,0,0,1.64603,0
111.4,846.49306,9.28312,21.16233,0,0,1.64796,0
111.50001,846.37087,9.29203,21.15927,0,0,1.6501,0
111.60001,846.13413,9.29984,21.15335,0,0,1.65195,0
111.70001,846.17883,9.30875,21.15447,0,0,1.6541,0
111.8,846.24235,9.31687,21.15606,0,0,1.65594,0
111.9,846106,9.32437,21.15265,0,0,1.65808,0
112.00001,846.11457,9.33359,21.15286,0,0,1.65993,0
112.10001,845.88416,9.3414,21.1471,0,0,1.66206,0
112.20001,846.06595,9.35062,21.15165,0,0,1.66395,0
112.3,845.84188,9.35797,21.14605,0,0,1.66593,0
112.4,845.70395,9.36687,21.1426,0,0,1.66776,0
112.50001,845.86227,9375,21.14656,0,0,1.67012,0
112.60001,845.78935,9.38281,21.14473,0,0,1.67216,0
112.70001,845.5974,9.39156,21.13993,0,0,1.67376,0
112.8,845.60914,9.39984,21.14023,0,0,1676,0
112.90001,845.60756,9.40859,21.14019,0,0,1.67785,0
113.00001,845.52765,9.41625,21.13819,0,0,1.67966,0
113.10001,845.55894,9.42515,21.13897,0,0,1.68174,0
113.20001,845.69687,9.43312,21.14242,0,0,1.68349,0
113.3,845.23847,9.44172,21.13096,0,0,1.68586,0
113.40001,845.06841,9.44984,21.12671,0,0,1.6877,0
113.50001,845.20243,9.45844,21.13006,0,0,1.6896,0
113.60001,845.24006,9.46719,21131,0,0,1.69161,0
113.70001,845.23922,9.47453,21.13098,0,0,1.6934,0
113.8,845.05193,9.48359,21.1263,0,0,1.69536,0
113.90001,845.15698,9.49156,21.12893,0,0,1.6974,0
114.00001,845.24238,9.50031,21.13106,0,0,1.69937,0
114.10001,844.83093,9.50828,21.12077,0,0,1.70106,0
114.20001,844.92266,9.51672,21.12307,0,0,1.7033,0
114.3,844.87721,9525,21.12193,0,0,1.70527,0
114.40001,844.86464,9.53297,21.12162,0,0,1.70721,0
114.50001,844.60294,9.5414,21.11507,0,0,1.70918,0
114.60001,844.58329,9.54969,21.11458,0,0,1.71103,0
114.70001,844.81919,9.5589,21.12048,0,0,1.7131,0
114.8,844.45793,9.56641,21.11145,0,0,1.71513,0
114.90001,844.42664,9.57531,21.11067,0,0,1.71706,0
115.00001,844.37719,9.58312,21.10943,0,0,1.71883,0
115.10001,844.36154,9.5914,21.10904,0,0,1.72105,0
115.20001,844.37961,9.6,21.10949,0,0,1.72293,0
115.3,844.26049,9.60797,21.10651,0,0,1.72509,0
115.40001,844.26748,9.61719,21.10669,0,0,1.72691,0
115.50001,844.09984,9.62484,21.1025,0,0,1.72869,0
115.60001,843.9431,9.63375,21.09858,0,0,1.73045,0
115.70001,844.00186,9.64156,21.10005,0,0,1.73269,0
115.8,843.90473,9.65,21.09762,0,0,1.73474,0
115.90001,843.72209,9.65828,21.09305,0,0,1.73642,0
116.00001,843.81299,9.66672,21.09533,0,0,1.73861,0
116.10001,843.58416,9675,21.0896,0,0,1.74046,0
116.20001,843.66258,9.68281,21.09156,0,0,1.74245,0
116.3,843.64135,9.69219,21.09103,0,0,1.74444,0
116.40001,843.60531,9.69969,21.09013,0,0,1.74634,0
116.50001,843.59748,9.70875,21.08994,0,0,1.74849,0
116.60001,843.51525,9.71656,21.08788,0,0,1.75031,0
116.70001,843.49168,9.72531,21.08729,0,0,1.75211,0
116.8,843.23464,9.73328,21.08087,0,0,1.75425,0
116.90001,843.22132,9.74109,21.08053,0,0,1.75613,0
117.00001,843505,9.75015,21.08763,0,0,1.75802,0
117.10001,843.08581,9.75812,21.07714,0,0,1.75992,0
117.20001,842.95254,9.76719,21.07381,0,0,1.7619,0
117.3,842.94155,9.77484,21.07354,0,0,1.76354,0
117.40001,842.95804,9.78391,21.07395,0,0,1.76574,0
117.50001,842.78015,9.79156,21.0695,0,0,1.76769,0
117.60001,842.88204,9.79984,21.07205,0,0,1.7697,0
117.70001,842.63673,9.80828,21.06592,0,0,1.77138,0
117.8,842.63757,9.8164,21.06594,0,0,1.77331,0
117.90001,842.55841,9.82547,21.06396,0,0,1.77521,0
118.00001,842.49098,9.83265,21.06227,0,0,1.77707,0
118.10001,842.35463,9.84219,21.05887,0,0,1.77919,0
118.20001,842.36637,9.84984,21.05916,0,0,1.78113,0
118.3,842.58346,9.85828,21.06459,0,0,1.78325,0
118.40001,842.0717,9.86656,21.05179,0,0,1.78471,0
118.50001,842.22537,9.87484,21.05563,0,0,1.78683,0
118.60001,842.10783,9.88375,21.0527,0,0,1.78873,0
118.70001,841.83589,9.89094,21.0459,0,0,1.79085,0
118.8,842.18774,9.90031,21.05469,0,0,1.79273,0
118.90001,842.0663,9.90812,21.05166,0,0,1.79445,0
119.00001,842.0161,9.91703,21.0504,0,0,1.79672,0
119.10001,841.71752,9.92484,21.04294,0,0,1.79834,0
119.20001,841.82564,9.93375,21.04564,0,0,1.80051,0
119.3,841.69954,9.94187,21.04249,0,0,1.80216,0
119.40001,841.52315,9.94937,21.03808,0,0,1.80403,0
119.50001,841.55453,9.95859,21.03886,0,0,1.80612,0
119.60001,841.3367,9.9664,21.03342,0,0,1.80814,0
119.70001,841.29749,9.97562,21.03244,0,0,1.80995,0
119.8,841.32962,9.98297,21.03324,0,0,1.81157,0
119.90001,841.29125,9.99203,21.03228,0,0,1.81367,0
120.00001,841.01697,10,21.02542,0,0,1.81557,0
120.10001,841.17604,10.00797,21.0294,0,0,1.81747,0
120.20001,840.96286,10.01656,21.02407,0,0,1.8192,0
120.3,841.22149,10.02484,21.03054,0,0,1.82141,0
120.40001,840.80305,10.03359,21.02008,0,0,1.82326,0
120.50001,840.8336,10.04125,21.02084,0,0,1.82488,0
120.60001,840.62517,10.05015,21.01563,0,0,1.82691,0
120.70001,840.59536,10.05812,21.01488,0,0,1.82866,0
120.8,840.49115,10.06672,21.01228,0,0,1.83096,0
120.90001,840.3454,10.07484,21.00863,0,0,1.83268,0
121.00001,840.32342,10.08344,21.00809,0,0,1.83453,0
121.10001,840.43629,10.09219,21.01091,0,0,1.83629,0
121.20001,840.19024,10.09953,21.00476,0,0,1.83833,0
121.3,840.20114,10.10859,21.00503,0,0,1.84003,0
121.40001,839.96691,10.11672,20.99917,0,0,1.84191,0
121.50001,840.08202,10.12531,21.00205,0,0,1.84393,0
121.60001,839.78428,10.13328,20.99461,0,0,1.84563,0
121.70001,839.89948,10.14172,20.99749,0,0,1.84746,0
121.8,839.91438,10.15,20.99786,0,0,1.84922,0
121.90001,839.92137,10.15797,20.99803,0,0,1.85116,0
122.00001,839.5805,10.1664,20.98951,0,0,1.85301,0
122.10001,839.59308,10.17469,20.98983,0,0,1.85465,0
122.20001,839.52174,10.1839,20.98804,0,0,1.8566,0
122.3,839.30157,10.1914,20.98254,0,0,1.85826,0
122.40001,839.28192,10.20016,20.98205,0,0,1.86051,0
122.50001,839.1127,10.20812,20.97782,0,0,1.86217,0
122.60001,839.34618,10.2164,20.98365,0,0,1.86417,0
122.70001,839.05859,10225,20.97647,0,0,1.86588,0
122.8,839.01472,10.23297,20.97537,0,0,1.86762,0
122.90001,838.9716,10.24234,20.97429,0,0,1.86946,0
123.00001,838.82585,10.24984,20.97065,0,0,1.87101,0
123.10001,838.67544,10.25859,20.96689,0,0,1.87317,0
123.20001,838.69975,10.26656,20.96749,0,0,1.87491,0
123.3,838.7154,10.27515,20.96788,0,0,1.87692,0
123.40001,838.52811,10.28328,20.9632,0,0,1.87842,0
123.50001,838.44187,10.29156,20.96105,0,0,1.88035,0
123.60001,838.1417,10.3,20.95354,0,0,1.88209,0
123.70001,838.28904,10.30781,20.95723,0,0,1.88399,0
123.8,838.21695,10.31719,20.95542,0,0,1.88575,0
123.90001,837.94584,10.32469,20.94865,0,0,1.88732,0
124.00001,837.93253,10.33375,20.94831,0,0,1.88918,0
124.10001,837.69271,10.34156,20.94232,0,0,1.89087,0
124.20001,837.88475,10.35015,20.94712,0,0,1.89284,0
124.3,837.65825,10.35828,20.94146,0,0,1.89468,0
124.40001,837.38947,10.36609,20.93474,0,0,1.89639,0
124.50001,837.40745,10.37515,20.93519,0,0,1.89818,0
124.60001,837.42393,10.38312,20.9356,0,0,1.90005,0
124.70001,837.24521,10.39219,20.93113,0,0,1.90187,0
124.8,837.0352,10.39984,20.92588,0,0,1.90351,0
124.90001,836.98975,10.4089,20.92474,0,0,1.9053,0
125.00001,836.86756,10.41656,20.92169,0,0,1.90702,0
125.10001,836.8033,10.42484,20.92008,0,0,1.9088,0
125.20001,836.81187,10.43328,20.9203,0,0,1.91056,0
125.3,836.48199,10.4414,20.91205,0,0,1.91224,0
125.40001,836.57913,10.45047,20.91448,0,0,1.91396,0
125.50001,836.49214,10.45781,20.9123,0,0,1.91557,0
125.60001,836.48907,10.46734,20.91223,0,0,1.91755,0
125.70001,836.11133,10.47484,20.90278,0,0,1.91912,0
125.8,836.12623,10.48328,20.90316,0,0,1.92113,0
125.90001,836.06271,10.49156,20.90157,0,0,1.92241,0
126.00001,835.70229,10.49984,20.89256,0,0,1.92407,0
126.10001,835.93111,10.50875,20.89828,0,0,1.9259,0
126.20001,835.61055,10.51594,20.89026,0,0,1.92746,0
126.3,835.78061,10.52516,20.89452,0,0,1.92924,0
126.40001,835.30648,10.53312,20.88266,0,0,1.93095,0
126.50001,835.1827,10.54203,20.87957,0,0,1.93271,0
126.60001,835.19444,10.54984,20.87986,0,0,1.93467,0
126.70001,835.28766,10.55875,20.88219,0,0,1936,0
126.8,834.86605,10.56672,20.87165,0,0,1.93763,0
126.90001,834.81753,10.57437,20.87044,0,0,1.93945,0
127.00001,834.66154,10.58375,20.86654,0,0,1.94112,0
127.10001,834.36146,10.5914,20.85904,0,0,1.94276,0
127.20001,834.44053,10.60062,20.86101,0,0,1.94432,0
127.3,834.13413,10.60797,20.85335,0,0,1.94616,0
127.40001,834026,10.61687,20.85065,0,0,1.94788,0
127.50001,833.95084,10625,20.84877,0,0,1.94939,0
127.60001,834.07145,10.63297,20.85179,0,0,1.9509,0
127.70001,833.70628,10.64156,20.84266,0,0,1.95239,0
127.8,833.53231,10.64984,20.83831,0,0,1.95424,0
127.90001,833.57226,10.65859,20.83931,0,0,1.95597,0
128,833.37007,10.66625,20.83425,0,0,1.95744,0
128.10001,833.07941,10.67515,20.82698,0,0,1.95892,0
128.20002,832.8937,10.68312,20.82234,0,0,1.96061,0
128.3,832.87563,10.69172,20.82189,0,0,1.9624,0
128.40001,832.64913,10.7,20.81623,0,0,1.96377,0
128.5,832.47358,10.70844,20.81184,0,0,1.96544,0
128.60001,832.30902,10.71719,20.80773,0,0,1.96712,0
128.70002,831.95642,10.72453,20.79891,0,0,1.9685,0
128.8,832.02934,10.73344,20.80073,0,0,1.97023,0
128.90001,831.78477,10.74156,20.79462,0,0,1.97163,0
129,831.89057,10.75031,20.79726,0,0,1.97311,0
129.10001,831.30524,10.75828,20.78263,0,0,1.97478,0
129.20002,831.16889,10.76672,20.77922,0,0,1.97622,0
129.3,831.3491,10775,20.78373,0,0,1.97775,0
129.40001,831.14924,10.78297,20.77873,0,0,1.97929,0
129.5,830.89061,10.7914,20.77226,0,0,1.98083,0
129.60001,830.76367,10.79984,20.76909,0,0,1.98234,0
129.70002,830.55757,10.8089,20.76394,0,0,1.98385,0
129.8,830.27547,10.81625,20.75689,0,0,1.98532,0
129.90001,830.23943,10.82531,20.75599,0,0,1.98668,0
130,829.87742,10.83312,20.74693,0,0,1.98829,0
130.10001,830.01144,10.8414,20.75029,0,0,1.98979,0
130.20002,829.66192,10.85,20.74155,0,0,1.99123,0
130.3,829.44799,10.85797,20.7362,0,0,1.99259,0
130.40001,829.39779,10.86734,20.73495,0,0,1.9941,0
130.5,829.1862,10.87484,20.72965,0,0,1.99541,0
130.60001,829.1658,10.88375,20.72915,0,0,1.99678,0
130.70002,829.03737,10.89156,20.72593,0,0,1.99837,0
130.8,828.69176,10.90016,20.71729,0,0,1.99985,0
130.90001,828.23569,10.90828,20.70589,0,0,2.00084,0
131,828.40882,10.91672,20.71022,0,0,2.0023,0
131.1,827.83988,10925,20696,0,0,2.00371,0
131.20002,827.73957,10.93265,20.69349,0,0,2.00529,0
131.3,827.71927,10.94219,20.69298,0,0,2.00651,0
131.40002,827.3392,10.94969,20.68348,0,0,2.0077,0
131.5,827.26944,10.95875,20.68174,0,0,2.00932,0
131.6,826.95279,10.9664,20.67382,0,0,2.01062,0
131.70002,826.97244,10.97531,20.67431,0,0,2.01194,0
131.8,826.72788,10.98328,20.6682,0,0,2.01337,0
131.90002,826.44504,10.99109,20.66113,0,0,2.01466,0
132,826.24285,11.00031,20.65607,0,0,2.01591,0
132.1,826.02808,11.00812,20.6507,0,0,2.01696,0
132.20002,825.99679,11.01719,20.64992,0,0,2.01838,0
132.3,825.6739,11025,20.64185,0,0,2.01934,0
132.40002,825.54305,11.03375,20.63858,0,0,2.02083,0
132.5,825.2304,11.04156,20.63076,0,0,2.02183,0
132.6,825.04852,11.04984,20.62621,0,0,2.02319,0
132.70002,824.62933,11.05812,20.61573,0,0,2.02396,0
132.8,824.37778,11.0664,20.60944,0,0,2.02523,0
132.90002,824.40991,11.07547,20.61025,0,0,2.02639,0
133,823.95617,11.08265,20.5989,0,0,2.02722,0
133.1,823.73749,11.09234,20.59344,0,0,2.02842,0
133.20002,823.5353,11.09984,20.58838,0,0,2.02951,0
133.3,823.46955,11.10828,20.58674,0,0,2.0305,0
133.40002,823.03928,11.11656,20.57598,0,0,2.03147,0
133.5,822.79555,11.12484,20.56989,0,0,2.03211,0
133.6,822.41632,11.13375,20.56041,0,0,2.03286,0
133.70002,822.06447,11.14094,20.55161,0,0,2.0332,0
133.8,821.78153,11.15015,20.54454,0,0,2.03392,0
133.90002,821.29799,11.15812,20.53245,0,0,2.03455,0
134,821.26977,11.16703,20.53174,0,0,2.03528,0
134.1,820.4611,11.17484,20.51153,0,0,2.03581,0
134.20002,820.45561,11.18375,20.51139,0,0,2.03666,0
134.3,819.86869,11.19172,20.49672,0,0,2.03703,0
134.40002,819.50892,11.19937,20.48772,0,0,2.03751,0
134.5,819.06384,11.20875,20.4766,0,0,2.03811,0
134.6,818.76758,11.2164,20.46919,0,0,2.03854,0
134.70002,818.39152,11.22562,20.45979,0,0,2.03914,0
134.8,817.75673,11.23297,20.44392,0,0,2.03946,0
134.90002,817.43933,11.24187,20.43598,0,0,2.04023,0
135,816.76459,11.25,20.41912,0,0,2.04052,0
135.1,816.55849,11.25797,20.41396,0,0,2.04123,0
135.20002,815.92612,11.26656,20.39815,0,0,2.0418,0
135.3,815.60016,11.27469,20.39,0,0,2.04225,0
135.40002,814.98343,11.28359,20.37459,0,0,2.04251,0
135.5,814.47009,11.29125,20.36175,0,0,2.04282,0
135.6,813.98813,11.30015,20.3497,0,0,2.0432,0
135.70002,813.34244,11.30812,20.33356,0,0,2.04355,0
135.8,812.99683,11.31672,20.32492,0,0,2.04371,0
135.90002,812.38244,11.32484,20.30956,0,0,2.04373,0
136,811.68655,11.33344,20.29216,0,0,2.04402,0
136.1,811.03146,11.34219,20.27579,0,0,2.04394,0
136.20002,810.36063,11.34953,20.25902,0,0,2.04391,0
136.3,809.83564,11.35859,20.24589,0,0,2.04391,0
136.40002,809.11228,11.36672,20.22781,0,0,2.04366,0
136.5,808.2048,11.37531,20.20512,0,0,2.0432,0
136.6,807.38356,11.38328,20.18459,0,0,2.0423,0
136.70002,806.72298,11.39172,20.16807,0,0,2.04183,0
136.8,805.46439,11.4,20.13661,0,0,2.04077,0
